sbn,category,band,score,hardest_rule,solved_via,steps,n_solutions
551WAQN4EbX,shape-cross,Medium,40.0,region_confined,logic,10,1
551W0QV0Nbb,shape-cross,Easy,15.5,row_col_last,logic,11,1
551W5wM26dY,shape-cross,Medium,40.0,region_confined,logic,11,1
551W8wU57bm,shape-cross,Easy,15.5,row_col_last,logic,9,1
551W0QN1Nbo,shape-cross,Easy,15.5,row_col_last,logic,11,1
551W4UMWNbe,shape-cross,Hard,540.0,finned_counts,logic,14,1
551W0wM0kdg,shape-cross,Easy,15.5,row_col_last,logic,11,1
551WD-M06bY,shape-cross,Medium,100.0,exclusion,logic,13,1
551W1wM2tdW,shape-cross,Medium,40.0,region_confined,logic,11,1
551W0UMGNbg,shape-cross,Medium,40.0,region_confined,logic,11,1
551W4UN0cdX,shape-cross,Easy,15.5,row_col_last,logic,10,1
551W0UU17bv,shape-cross,Medium,40.0,region_confined,logic,11,1
551W4QMKcbX,shape-cross,Hard,540.0,finned_counts,logic,13,1
551WAQMaFbm,shape-cross,Medium,140.0,exclusion,logic,12,1
551W0wNLEbW,shape-cross,Medium,100.0,exclusion,logic,12,1
551W0QVi6ba,shape-cross,Medium,100.0,exclusion,logic,11,1
551WBUN4EbW,shape-cross,Medium,40.0,region_confined,logic,10,1
551W0UVGMbu,shape-cross,Easy,15.5,row_col_last,logic,9,1
551W1UNXMbX,shape-cross,Easy,15.5,row_col_last,logic,10,1
551W0wUY7de,shape-cross,Easy,15.5,row_col_last,logic,10,1
551W8-MX7be,shape-cross,Medium,100.0,exclusion,logic,13,1
551W1wM6cbu,shape-cross,Medium,100.0,exclusion,logic,10,1
551WBUUWEbW,shape-cross,Medium,40.0,region_confined,logic,11,1
551W8wN26bb,shape-cross,Medium,40.0,region_confined,logic,11,1
551WAQMKEbX,shape-cross,Medium,40.0,region_confined,logic,10,1
551W8-U4Mbf,shape-cross,Easy,15.5,row_col_last,logic,10,1
551W8QNaFbm,shape-cross,Easy,15.5,row_col_last,logic,10,1
551W0UUYEde,shape-cross,Medium,61.0,region_confined,logic,11,1
551WAQU8UbW,shape-cross,Medium,150.0,undercounting,logic,16,1
551W2QUAFbW,shape-cross,Easy,15.5,row_col_last,logic,10,1
551W2QNW7df,shape-cross,Medium,100.0,exclusion,logic,15,1
551WCwN06df,shape-cross,Medium,61.0,region_confined,logic,13,1
551W6QUe6bW,shape-cross,Medium,40.0,region_confined,logic,10,1
551W0wU8Uba,shape-cross,Medium,145.0,region_confined,logic,12,1
551W0UN0cdb,shape-cross,Easy,15.5,row_col_last,logic,10,1
551W3UMIEbW,shape-cross,Medium,150.0,undercounting,logic,14,1
551W1QM8cbi,shape-cross,Hard,540.0,finned_counts,logic,13,1
551W0QNX7bo,shape-cross,Easy,15.5,row_col_last,logic,10,1
551W8wN4Ede,shape-cross,Medium,61.0,region_confined,logic,11,1
551W9wN46da,shape-cross,Medium,61.0,region_confined,logic,10,1
551W8QNKEbY,shape-cross,Medium,100.0,exclusion,logic,12,1
551WAUMWFbe,shape-cross,Medium,40.0,region_confined,logic,11,1
551W0UN0Nbv,shape-cross,Easy,15.5,row_col_last,logic,9,1
551W1UMXMba,shape-cross,Medium,40.0,region_confined,logic,11,1
551W8QVKFbW,shape-cross,Easy,15.5,row_col_last,logic,9,1
551W2QUG7bY,shape-cross,Medium,150.0,undercounting,logic,12,1
551W0wV2NbX,shape-cross,Easy,15.5,row_col_last,logic,9,1
551WDwMW7dW,shape-cross,Medium,40.0,region_confined,logic,11,1
551W8wN4cbX,shape-cross,Medium,61.0,region_confined,logic,12,1
551W4QVC7bW,shape-cross,Easy,15.5,row_col_last,logic,9,1
551W1QN16db,shape-cross,Medium,40.0,region_confined,logic,10,1
551W2UM8cdW,shape-cross,Medium,150.0,undercounting,logic,12,1
551W5QN86dX,shape-cross,Medium,100.0,exclusion,logic,13,1
551W0wUXEbY,shape-cross,Medium,150.0,undercounting,logic,12,1
551W0wMYdde,shape-cross,Medium,40.0,region_confined,logic,11,1
551W0QVCMba,shape-cross,Medium,100.0,exclusion,logic,11,1
551W4QUi6bm,shape-cross,Easy,15.5,row_col_last,logic,10,1
551W1wUI7dW,shape-cross,Easy,15.5,row_col_last,logic,10,1
551W9wMm7dW,shape-cross,Medium,100.0,exclusion,logic,12,1
551WAQM1VbW,shape-cross,Medium,100.0,exclusion,logic,11,1
551W0QVa7ba,shape-cross,Easy,15.5,row_col_last,logic,10,1
551W9UMY7bY,shape-cross,Medium,100.0,exclusion,logic,10,1
551W28vmYCL,shape-corner,Medium,40.0,region_confined,logic,13,1
551W2CtOYAG,shape-corner,Medium,150.0,undercounting,logic,13,1
551W28nGYCr,shape-corner,Medium,61.0,region_confined,logic,13,1
551W3CoGYCa,shape-corner,Medium,61.0,region_confined,logic,12,1
551W3CgeY84,shape-corner,Medium,100.0,exclusion,logic,10,1
551W38aGY8g,shape-corner,Easy,15.5,row_col_last,logic,10,1
551W28nWo95,shape-corner,Medium,40.0,region_confined,logic,11,1
551W3CjWYCM,shape-corner,Medium,100.0,exclusion,logic,12,1
551W38eGZ8g,shape-corner,Easy,15.5,row_col_last,logic,10,1
551W28qOYD2,shape-corner,Easy,15.5,row_col_last,logic,10,1
551W3CtCYC0,shape-corner,Easy,15.5,row_col_last,logic,9,1
551W2CpKYE8,shape-corner,Medium,82.0,region_confined,logic,12,1
551W28pio84,shape-corner,Easy,15.5,row_col_last,logic,10,1
551W28r8pCK,shape-corner,Medium,61.0,region_confined,logic,12,1
551W28qKYDm,shape-corner,Easy,15.5,row_col_last,logic,9,1
551W2Ct8YC9,shape-corner,Easy,15.5,row_col_last,logic,9,1
551W2CqKYEI,shape-corner,Medium,100.0,exclusion,logic,13,1
551W2CsOYAW,shape-corner,Medium,150.0,undercounting,logic,13,1
551W28oGYEi,shape-corner,Medium,100.0,exclusion,logic,9,1
551W28nKp94,shape-corner,Medium,61.0,region_confined,logic,14,1
551W28oGYCc,shape-corner,Easy,15.5,row_col_last,logic,10,1
551W38e0oAY,shape-corner,Easy,15.5,row_col_last,logic,6,1
551W28qWZCr,shape-corner,Medium,82.0,region_confined,logic,12,1
551W28a8YEg,shape-corner,Medium,150.0,undercounting,logic,9,1
551W3Ce4pCK,shape-corner,Medium,61.0,region_confined,logic,11,1
551W38faY8e,shape-corner,Easy,15.5,row_col_last,logic,10,1
551W2CvCZD8,shape-corner,Medium,100.0,exclusion,logic,14,1
551W28o4pDI,shape-corner,Medium,82.0,region_confined,logic,11,1
551W38b0YEn,shape-corner,Easy,15.5,row_col_last,logic,10,1
551W3Ca8YDY,shape-corner,Medium,61.0,region_confined,logic,11,1
551W28a8YDc,shape-corner,Medium,150.0,undercounting,logic,8,1
551W38cOY88,shape-corner,Medium,100.0,exclusion,logic,9,1
551W28tGYC5,shape-corner,Easy,15.5,row_col_last,logic,7,1
551W2CneZEK,shape-corner,Medium,100.0,exclusion,logic,12,1
551W2Cu0ZCx,shape-corner,Medium,100.0,exclusion,logic,13,1
551W2CpGYCf,shape-corner,Medium,100.0,exclusion,logic,12,1
551W38c4p8O,shape-corner,Medium,40.0,region_confined,logic,12,1
551W2CqOYCA,shape-corner,Medium,100.0,exclusion,logic,11,1
551W28WWoAg,shape-corner,Medium,100.0,exclusion,logic,12,1
551W28uWY9a,shape-corner,Easy,15.5,row_col_last,logic,9,1
551W28tCYC4,shape-corner,Easy,15.5,row_col_last,logic,9,1
551W28niZCa,shape-corner,Medium,100.0,exclusion,logic,14,1
551W28vqYDG,shape-corner,Medium,40.0,region_confined,logic,9,1
551W2CnGYCv,shape-corner,Medium,100.0,exclusion,logic,13,1
551W2CqGY9e,shape-corner,Easy,15.5,row_col_last,logic,9,1
551W28rOYCK,shape-corner,Easy,15.5,row_col_last,logic,10,1
551W28pKYD4,shape-corner,Medium,61.0,region_confined,logic,11,1
551W2CvqYEG,shape-corner,Medium,100.0,exclusion,logic,12,1
551W28omoCa,shape-corner,Easy,15.5,row_col_last,logic,10,1
551W38qGY8i,shape-corner,Easy,15.5,row_col_last,logic,10,1
551W28nWZCs,shape-corner,Medium,100.0,exclusion,logic,11,1
551W28sWZ9J,shape-corner,Medium,180.0,exclusion,logic,13,1
551W38aeZE0,shape-corner,Medium,40.0,region_confined,logic,11,1
551W28e4ZDs,shape-corner,Medium,150.0,undercounting,logic,13,1
551W28qGYAi,shape-corner,Medium,100.0,exclusion,logic,9,1
551W28oWZDJ,shape-corner,Medium,82.0,region_confined,logic,11,1
551W38XCpCe,shape-corner,Easy,15.5,row_col_last,logic,10,1
551W2CqGYAY,shape-corner,Medium,100.0,exclusion,logic,14,1
551W28pGpC5,shape-corner,Medium,61.0,region_confined,logic,13,1
551W2CXWoAb,shape-corner,Medium,100.0,exclusion,logic,12,1
551W3Cu8ZD2,shape-corner,Medium,100.0,exclusion,logic,13,1
551W28vGZDI,shape-corner,Medium,180.0,exclusion,logic,14,1
551W2Cx4oAG,shape-corner,Medium,100.0,exclusion,logic,10,1
551W28cGYD4,shape-corner,Easy,15.5,row_col_last,logic,9,1
551W2Cc8YD8,shape-corner,Easy,15.5,row_col_last,logic,9,1
551W38W0pCx,shape-corner,Easy,15.5,row_col_last,logic,10,1
551W3CgGZD0,shape-corner,Medium,100.0,exclusion,logic,11,1
551W2CnOpAK,shape-corner,Medium,61.0,region_confined,logic,12,1
551W28qGYDJ,shape-corner,Medium,61.0,region_confined,logic,10,1
551W28u8ZD6,shape-corner,Medium,100.0,exclusion,logic,11,1
551W28r8YD5,shape-corner,Medium,40.0,region_confined,logic,9,1
551W28oeZCa,shape-corner,Medium,100.0,exclusion,logic,12,1
551W28nWo8b,shape-corner,Medium,40.0,region_confined,logic,11,1
551W28wKZ9I,shape-corner,Medium,150.0,undercounting,logic,10,1
551W28a4YEw,shape-corner,Medium,150.0,undercounting,logic,10,1
551W2Cs8p8e,shape-corner,Medium,100.0,exclusion,logic,13,1
551W2CYmoE4,shape-corner,Easy,15.5,row_col_last,logic,10,1
551W2CoeZE2,shape-corner,Medium,100.0,exclusion,logic,14,1
551W2CvaYAW,shape-corner,Medium,150.0,undercounting,logic,13,1
551W28r8YF9,shape-corner,Medium,100.0,exclusion,logic,10,1
551W38YWZEY,shape-corner,Medium,100.0,exclusion,logic,10,1
551W28paZDG,shape-corner,Medium,61.0,region_confined,logic,12,1
551W2Cp0pEH,shape-corner,Medium,100.0,exclusion,logic,14,1
551W38nGYFI,shape-corner,Easy,15.5,row_col_last,logic,9,1
551W28v0o9X,shape-corner,Easy,15.5,row_col_last,logic,7,1
551W28nKYDK,shape-corner,Medium,40.0,region_confined,logic,12,1
551W2Ce4ZDw,shape-corner,Medium,150.0,undercounting,logic,14,1
551W28s8YCa,shape-corner,Easy,15.5,row_col_last,logic,9,1
551W28n0pDn,shape-corner,Easy,15.5,row_col_last,logic,9,1
551W2CYGpAL,shape-corner,Medium,100.0,exclusion,logic,12,1
551W38YWZCg,shape-corner,Easy,15.5,row_col_last,logic,10,1
551W28zWYDI,shape-corner,Medium,180.0,exclusion,logic,12,1
551W28q0p9Y,shape-corner,Easy,15.5,row_col_last,logic,9,1
551W38XWoAX,shape-corner,Easy,15.5,row_col_last,logic,7,1
551W3CcGY8L,shape-corner,Medium,100.0,exclusion,logic,12,1
551W28yeYD2,shape-corner,Medium,100.0,exclusion,logic,12,1
551W3CeWY8c,shape-corner,Medium,100.0,exclusion,logic,10,1
551W2CyWYCv,shape-corner,Medium,100.0,exclusion,logic,14,1
551W2CcWZE4,shape-corner,Easy,15.5,row_col_last,logic,9,1
551W3CmGYDJ,shape-corner,Medium,61.0,region_confined,logic,12,1
551W28oGYDJ,shape-corner,Medium,61.0,region_confined,logic,10,1
551W3CY8pC4,shape-corner,Medium,100.0,exclusion,logic,13,1
551W28waY9m,shape-corner,Medium,40.0,region_confined,logic,8,1
551W2Cq8YE6,shape-corner,Easy,15.5,row_col_last,logic,10,1
551W2Co8pE2,shape-corner,Medium,100.0,exclusion,logic,14,1
551W28sGY9J,shape-corner,Medium,180.0,exclusion,logic,12,1
551W28rKYDG,shape-corner,Medium,40.0,region_confined,logic,9,1
551W3CWGp9Y,shape-corner,Medium,100.0,exclusion,logic,11,1
551W28v8ZDK,shape-corner,Medium,180.0,exclusion,logic,13,1
551W2CseZA2,shape-corner,Medium,180.0,exclusion,logic,10,1
551W3CYWZCL,shape-corner,Medium,100.0,exclusion,logic,14,1
551W2Cq4YDQ,shape-corner,Medium,40.0,region_confined,logic,11,1
551W28YWpD4,shape-corner,Easy,15.5,row_col_last,logic,10,1
551W2Cm4pEo,shape-corner,Medium,100.0,exclusion,logic,13,1
551W2Cu0oAY,shape-corner,Medium,100.0,exclusion,logic,11,1
551W2CmGYEp,shape-corner,Medium,100.0,exclusion,logic,12,1
551W28qKYCq,shape-corner,Medium,40.0,region_confined,logic,11,1
551W38YOYC8,shape-corner,Easy,15.5,row_col_last,logic,6,1
551W38bGY8f,shape-corner,Easy,15.5,row_col_last,logic,10,1
551W38YGYEH,shape-corner,Medium,40.0,region_confined,logic,11,1
551W28rGYDH,shape-corner,Medium,61.0,region_confined,logic,10,1
551W2CmWo8g,shape-corner,Medium,61.0,region_confined,logic,12,1
551W3Cb0p9X,shape-corner,Medium,100.0,exclusion,logic,11,1
551W28x8o91,shape-corner,Easy,15.5,row_col_last,logic,9,1
551W28vCZD4,shape-corner,Medium,100.0,exclusion,logic,14,1
551W28YGpAP,shape-corner,Medium,100.0,exclusion,logic,10,1
551W2CqOYCe,shape-corner,Medium,100.0,exclusion,logic,11,1
551W28w8o9W,shape-corner,Easy,15.5,row_col_last,logic,7,1
551W3CaOYC4,shape-corner,Medium,40.0,region_confined,logic,11,1
551W2CsOYA2,shape-corner,Medium,180.0,exclusion,logic,9,1
551W28uWZCN,shape-corner,Medium,61.0,region_confined,logic,12,1
551W28YOp94,shape-corner,Medium,100.0,exclusion,logic,10,1
551W3Ce0o9Y,shape-corner,Medium,61.0,region_confined,logic,11,1
551W3CeOZD0,shape-corner,Medium,40.0,region_confined,logic,11,1
551W2CtSYA0,shape-corner,Medium,150.0,undercounting,logic,13,1
551W2Cr0YDP,shape-corner,Medium,61.0,region_confined,logic,11,1
551W28c8YD4,shape-corner,Easy,15.5,row_col_last,logic,9,1
551W28r8YCq,shape-corner,Medium,61.0,region_confined,logic,9,1
551W2CwWZCe,shape-corner,Medium,40.0,region_confined,logic,12,1
551W3CoWZCe,shape-corner,Easy,15.5,row_col_last,logic,10,1
551W28pSp84,shape-corner,Medium,61.0,region_confined,logic,13,1
551W28m4pDo,shape-corner,Easy,15.5,row_col_last,logic,9,1
551W28v4o9W,shape-corner,Easy,15.5,row_col_last,logic,7,1
551W28nGYDL,shape-corner,Medium,40.0,region_confined,logic,11,1
551W3CYGYDH,shape-corner,Medium,82.0,region_confined,logic,12,1
551W3CXGYDn,shape-corner,Medium,82.0,region_confined,logic,12,1
551W3CnKp90,shape-corner,Medium,100.0,exclusion,logic,11,1
551W28fCZDa,shape-corner,Medium,180.0,exclusion,logic,12,1
551W3CmWo8Y,shape-corner,Medium,61.0,region_confined,logic,12,1
551W2CoGYEe,shape-corner,Medium,40.0,region_confined,logic,12,1
551W2Cq8YCg,shape-corner,Medium,61.0,region_confined,logic,11,1
551W3CYGYDY,shape-corner,Medium,61.0,region_confined,logic,12,1
551W3Coao8m,shape-corner,Easy,15.5,row_col_last,logic,10,1
551W2Cq8YEA,shape-corner,Medium,40.0,region_confined,logic,11,1
551W38dWZ8Q,shape-corner,Medium,100.0,exclusion,logic,14,1
551W2Cr8pEG,shape-corner,Medium,100.0,exclusion,logic,11,1
551W2Cu0oAa,shape-corner,Medium,40.0,region_confined,logic,11,1
551W28YGpE8,shape-corner,Medium,100.0,exclusion,logic,10,1
551W28oKYCq,shape-corner,Medium,61.0,region_confined,logic,12,1
551W2CuGZAY,shape-corner,Medium,100.0,exclusion,logic,13,1
551W3CWGYDp,shape-corner,Medium,61.0,region_confined,logic,12,1
551W3Ca4pCK,shape-corner,Medium,100.0,exclusion,logic,13,1
551W2Cg0ZEL,shape-corner,Medium,150.0,undercounting,logic,14,1
551W28oWo8r,shape-corner,Easy,15.5,row_col_last,logic,10,1
551W2CYKpAK,shape-corner,Medium,100.0,exclusion,logic,12,1
551W28weY9W,shape-corner,Medium,40.0,region_confined,logic,8,1
551W2CxiYA0,shape-corner,Medium,150.0,undercounting,logic,14,1
551W3Cu0o92,shape-corner,Medium,61.0,region_confined,logic,11,1
551W28g8ZE8,shape-corner,Medium,100.0,exclusion,logic,13,1
551W28oOYD2,shape-corner,Easy,15.5,row_col_last,logic,10,1
551W2CsWZAn,shape-corner,Medium,150.0,undercounting,logic,15,1
551W28b0YDr,shape-corner,Medium,100.0,exclusion,logic,9,1
551W3Cb0YDn,shape-corner,Medium,61.0,region_confined,logic,11,1
551W28a0YDt,shape-corner,Medium,100.0,exclusion,logic,9,1
551W2CqOYEW,shape-corner,Medium,100.0,exclusion,logic,11,1
551W38hGZ8Q,shape-corner,Medium,100.0,exclusion,logic,12,1
551W38iWYCP,shape-corner,Medium,100.0,exclusion,logic,13,1
551W3CYeZC4,shape-corner,Medium,100.0,exclusion,logic,13,1
551W2Cw0ZCv,shape-corner,Medium,100.0,exclusion,logic,13,1
551W28meZDY,shape-corner,Easy,15.5,row_col_last,logic,9,1
551W2CrCYE8,shape-corner,Medium,82.0,region_confined,logic,12,1
551W28s0YCr,shape-corner,Easy,15.5,row_col_last,logic,9,1
551W28q8pD2,shape-corner,Medium,61.0,region_confined,logic,11,1
551W2CxaYAG,shape-corner,Medium,150.0,undercounting,logic,14,1
551W28r0YFP,shape-corner,Medium,100.0,exclusion,logic,10,1
551W28xGZ9K,shape-corner,Medium,100.0,exclusion,logic,13,1
551W28s4p8q,shape-corner,Medium,82.0,region_confined,logic,12,1
551W28qWZ9a,shape-corner,Easy,15.5,row_col_last,logic,9,1
551W2Cr8YEO,shape-corner,Medium,180.0,exclusion,logic,12,1
551W2CmOYEY,shape-corner,Medium,100.0,exclusion,logic,12,1
551W28q0YFR,shape-corner,Medium,100.0,exclusion,logic,12,1
551W28r4p94,shape-corner,Medium,145.0,region_confined,logic,14,1
551W28bGYDq,shape-corner,Medium,100.0,exclusion,logic,10,1
551W2Cs8pA2,shape-corner,Medium,100.0,exclusion,logic,11,1
551W3CrCYCW,shape-corner,Medium,61.0,region_confined,logic,10,1
551W28v0oB9,shape-corner,Medium,40.0,region_confined,logic,11,1
551W38ceZ88,shape-corner,Medium,140.0,exclusion,logic,13,1
551W28qWZDJ,shape-corner,Medium,82.0,region_confined,logic,11,1
551W28vKZCK,shape-corner,Medium,40.0,region_confined,logic,11,1
551W2Cr8YE9,shape-corner,Medium,61.0,region_confined,logic,9,1
551W28pGYDH,shape-corner,Medium,82.0,region_confined,logic,11,1
551W28s4YCq,shape-corner,Easy,15.5,row_col_last,logic,9,1
551W2CmGYEr,shape-corner,Medium,40.0,region_confined,logic,12,1
551W3CxmYC1,shape-corner,Medium,100.0,exclusion,logic,10,1
551W28fCZEe,shape-corner,Medium,180.0,exclusion,logic,12,1
551W28waY9I,shape-corner,Medium,150.0,undercounting,logic,10,1
551W2CXKp9e,shape-corner,Medium,100.0,exclusion,logic,15,1
551W38Y0pCg,shape-corner,Easy,15.5,row_col_last,logic,10,1
551W28mWoBA,shape-corner,Medium,100.0,exclusion,logic,9,1
551W28pWZDK,shape-corner,Medium,61.0,region_confined,logic,13,1
551W3Cq8YCY,shape-corner,Medium,61.0,region_confined,logic,11,1
551W3Cq0YDJ,shape-corner,Medium,61.0,region_confined,logic,11,1
551W28YKp9K,shape-corner,Medium,100.0,exclusion,logic,10,1
551W2CvWYAX,shape-corner,Medium,150.0,undercounting,logic,14,1
551W28YGpD4,shape-corner,Medium,100.0,exclusion,logic,10,1
551W38WGYEp,shape-corner,Easy,15.5,row_col_last,logic,9,1
551W3Cr4YDG,shape-corner,Medium,40.0,region_confined,logic,10,1
551W28qaZDm,shape-corner,Medium,40.0,region_confined,logic,10,1
551W2CsWZAJ,shape-corner,Medium,180.0,exclusion,logic,14,1
551W28pOYCK,shape-corner,Easy,15.5,row_col_last,logic,10,1
551W38c8YE0,shape-corner,Easy,15.5,row_col_last,logic,7,1
551W28g0ZDL,shape-corner,Medium,150.0,undercounting,logic,13,1
551W2CYGpD8,shape-corner,Medium,100.0,exclusion,logic,12,1
551W2Ca0YDx,shape-corner,Medium,140.0,exclusion,logic,10,1
551W2CoGpCe,shape-corner,Medium,100.0,exclusion,logic,13,1
551W28oGYD6,shape-corner,Easy,15.5,row_col_last,logic,10,1
551W3CY0pCL,shape-corner,Medium,100.0,exclusion,logic,13,1
551W28r0YCs,shape-corner,Easy,15.5,row_col_last,logic,7,1
551W28riZD0,shape-corner,Medium,40.0,region_confined,logic,11,1
551W38fGZ8f,shape-corner,Easy,15.5,row_col_last,logic,10,1
551W2CcGYE4,shape-corner,Easy,15.5,row_col_last,logic,9,1
551W28uWY9Y,shape-corner,Easy,15.5,row_col_last,logic,9,1
551W3CxqYC0,shape-corner,Medium,100.0,exclusion,logic,9,1
551W2CbCYEa,shape-corner,Medium,180.0,exclusion,logic,12,1
551W3CpGp8I,shape-corner,Medium,100.0,exclusion,logic,13,1
551W38fWY8f,shape-corner,Easy,15.5,row_col_last,logic,10,1
551W1y9PfIM,shape-heart,Medium,40.0,region_confined,logic,11,1
551W0y9PfIU,shape-heart,Easy,15.5,row_col_last,logic,10,1
551W8g80F-x,shape-L,Medium,100.0,exclusion,logic,14,1
551WAwe0BSp,shape-L,Hard,540.0,finned_counts,logic,13,1
551WAcP05NL,shape-L,Medium,40.0,region_confined,logic,12,1
551W8hk09sP,shape-L,Medium,100.0,exclusion,logic,12,1
551WBs807it,shape-L,Medium,140.0,exclusion,logic,16,1
551W9cg0BlH,shape-L,Medium,100.0,exclusion,logic,12,1
551WBcP05NH,shape-L,Easy,15.5,row_col_last,logic,11,1
551W9cw05Kr,shape-L,Medium,40.0,region_confined,logic,8,1
551WChg05jL,shape-L,Hard,540.0,finned_counts,logic,15,1
551WAsP05cP,shape-L,Medium,40.0,region_confined,logic,12,1
551WCp903Tr,shape-L,Medium,100.0,exclusion,logic,11,1
551WBke0BiL,shape-L,Medium,61.0,region_confined,logic,13,1
551W9ce07Tp,shape-L,Medium,100.0,exclusion,logic,12,1
551WEx803LL,shape-L,Medium,100.0,exclusion,logic,9,1
551WCp905kv,shape-L,Medium,61.0,region_confined,logic,12,1
551WDgg03kH,shape-L,Medium,100.0,exclusion,logic,10,1
551W8YS09k_,shape-L,Easy,15.5,row_col_last,logic,9,1
551WBsO05cJ,shape-L,Easy,15.5,row_col_last,logic,8,1
551WAgP05NP,shape-L,Medium,40.0,region_confined,logic,14,1
551WDtQ05Cn,shape-L,Medium,61.0,region_confined,logic,11,1
551WAkg05KT,shape-L,Easy,15.5,row_col_last,logic,11,1
551WAlg03LP,shape-L,Hard,540.0,finned_counts,logic,15,1
551W9gj05Un,shape-L,Medium,100.0,exclusion,logic,10,1
551W8k90Fzv,shape-L,Medium,100.0,exclusion,logic,14,1
551W8dC05LT,shape-L,Medium,40.0,region_confined,logic,10,1
551WAky05SR,shape-L,Medium,150.0,undercounting,logic,14,1
551WAdR05EL,shape-L,Medium,100.0,exclusion,logic,11,1
551WE_O03KR,shape-L,Medium,82.0,region_confined,logic,12,1
551WAlP03MP,shape-L,Medium,61.0,region_confined,logic,13,1
551W9wP0DNH,shape-L,Easy,15.5,row_col_last,logic,10,1
551W8oA0FkP,shape-L,Easy,15.5,row_col_last,logic,7,1
551W9kA0FzH,shape-L,Medium,82.0,region_confined,logic,10,1
551WA_A03jP,shape-L,Medium,140.0,exclusion,logic,13,1
551W8pk09sP,shape-L,Medium,100.0,exclusion,logic,12,1
551WApk01jL,shape-L,Easy,15.5,row_col_last,logic,9,1
551WAty09FJ,shape-L,Medium,140.0,exclusion,logic,17,1
551W8hB05Uv,shape-L,Easy,15.5,row_col_last,logic,6,1
551WAdT05En,shape-L,Medium,40.0,region_confined,logic,9,1
551WBlz05CH,shape-L,Medium,82.0,region_confined,logic,14,1
551WApV01iL,shape-L,Easy,15.5,row_col_last,logic,9,1
551WAhO03LN,shape-L,Easy,15.5,row_col_last,logic,11,1
551WAtC05cL,shape-L,Medium,40.0,region_confined,logic,10,1
551W9-807jt,shape-L,Medium,140.0,exclusion,logic,16,1
551W8gi09lT,shape-L,Hard,540.0,finned_counts,logic,13,1
551WAdC05NL,shape-L,Medium,140.0,exclusion,logic,13,1
551WAgA07TL,shape-L,Medium,100.0,exclusion,logic,13,1
551W9cT05Tn,shape-L,Medium,100.0,exclusion,logic,9,1
551WAtO0BNJ,shape-L,Medium,140.0,exclusion,logic,12,1
551WAcw09dJ,shape-L,Medium,100.0,exclusion,logic,13,1
551WDkw01bJ,shape-L,Medium,61.0,region_confined,logic,10,1
551WAhv05DL,shape-L,Medium,140.0,exclusion,logic,11,1
551W8cg0DtP,shape-L,Hard,540.0,finned_counts,logic,15,1
551WCcA07_L,shape-L,Medium,100.0,exclusion,logic,13,1
551WAhj05Kn,shape-L,Medium,40.0,region_confined,logic,9,1
551W9dC05LL,shape-L,Medium,100.0,exclusion,logic,12,1
551WAwA0FDL,shape-L,Easy,15.5,row_col_last,logic,7,1
551WCxf05Ev,shape-L,Medium,100.0,exclusion,logic,11,1
551W8hA05VT,shape-L,Medium,140.0,exclusion,logic,11,1
551WChT01rL,shape-L,Hard,540.0,finned_counts,logic,14,1
551W9cx05LH,shape-L,Medium,100.0,exclusion,logic,12,1
551WCtg01Dx,shape-L,Medium,100.0,exclusion,logic,11,1
551W8tA0BLx,shape-L,Medium,100.0,exclusion,logic,12,1
551WAgg05MP,shape-L,Medium,100.0,exclusion,logic,12,1
551WAZC0Dip,shape-L,Medium,40.0,region_confined,logic,12,1
551WAkz01EL,shape-L,Medium,40.0,region_confined,logic,8,1
551WCx905jr,shape-L,Medium,100.0,exclusion,logic,11,1
551WAZP03NT,shape-L,Medium,40.0,region_confined,logic,13,1
551WE_-016J,shape-L,Hard,540.0,finned_counts,logic,18,1
551WAwP05bL,shape-L,Hard,540.0,finned_counts,logic,12,1
551W8hz05FP,shape-L,Medium,100.0,exclusion,logic,11,1
551W9cD05Tr,shape-L,Medium,100.0,exclusion,logic,9,1
551WAh905Tr,shape-L,Hard,540.0,finned_counts,logic,16,1
551W8cR0BkP,shape-L,Medium,100.0,exclusion,logic,14,1
551WAwu07jJ,shape-L,Hard,540.0,finned_counts,logic,13,1
551WBkf03Dn,shape-L,Medium,100.0,exclusion,logic,12,1
551WA-v07iP,shape-L,Medium,145.0,region_confined,logic,14,1
551W8gi05Ux,shape-L,Hard,540.0,finned_counts,logic,13,1
551WEZA05zL,shape-L,Easy,15.5,row_col_last,logic,11,1
551WAgv05Kr,shape-L,Hard,540.0,finned_counts,logic,13,1
551W8gg05Mx,shape-L,Hard,540.0,finned_counts,logic,12,1
551W9Yi09lt,shape-L,Medium,100.0,exclusion,logic,10,1
551W9hg05FL,shape-L,Hard,540.0,finned_counts,logic,16,1
551W8og0DsP,shape-L,Easy,15.5,row_col_last,logic,7,1
551WAtS09NJ,shape-L,Medium,140.0,exclusion,logic,16,1
551WBk_01CH,shape-L,Medium,61.0,region_confined,logic,10,1
551WAkg09aT,shape-L,Easy,15.5,row_col_last,logic,11,1
551WCxT01bL,shape-L,Hard,540.0,finned_counts,logic,15,1
551W9tA0B4t,shape-L,Medium,40.0,region_confined,logic,11,1
551WEoA07EP,shape-L,Medium,40.0,region_confined,logic,9,1
551WDcQ01cp,shape-L,Medium,40.0,region_confined,logic,10,1
551W9xg0BEH,shape-L,Medium,40.0,region_confined,logic,8,1
551W8sR0BTP,shape-L,Medium,100.0,exclusion,logic,8,1
